,File,Date,Description,Original value,Currency,Budget 0,Manual bgt
1180,Payment Stubs,2020-10-10,Pre-tax deductions,64.64410133333332,USD,Pre-tax deductions,
1181,Payment Stubs,2020-09-26,Group Term Life,-1.0298599999999998,USD,Group Term Life,
1182,Payment Stubs,2020-09-26,Brand Ambassador,-14.496794,USD,Booze,
1183,Payment Stubs,2020-09-26,Employer LTD,-2.6392686666666663,USD,Employer LTD,
1184,Payment Stubs,2020-09-26,Medical - Pretax,-53.725848,USD,Health care fee,
1185,Payment Stubs,2020-09-26,Dental - Pretax,-3.623222666666667,USD,Dental fee,
1186,Payment Stubs,2020-09-26,Vision - Pretax,-3.288034666666667,USD,Vision,
1187,Payment Stubs,2020-09-26,HSA Family,0.0,USD,Intra-transter,
1188,Payment Stubs,2020-09-26,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1189,Payment Stubs,2020-09-26,Pre-tax deductions,78.803028,USD,Pre-tax deductions,
1190,Payment Stubs,2020-09-12,Group Term Life,-1.0000533333333332,USD,Group Term Life,
1191,Payment Stubs,2020-09-12,Brand Ambassador,0.0,USD,Booze,
1192,Payment Stubs,2020-09-12,Employer LTD,-2.5628817777777777,USD,Employer LTD,
1193,Payment Stubs,2020-09-12,Medical - Pretax,-54.119296,USD,Health care fee,
1194,Payment Stubs,2020-09-12,Dental - Pretax,-3.6497564444444444,USD,Dental fee,
1195,Payment Stubs,2020-09-12,Vision - Pretax,-3.312113777777778,USD,Vision,
1196,Payment Stubs,2020-09-12,HSA Family,0.0,USD,Intra-transter,
1197,Payment Stubs,2020-09-12,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1198,Payment Stubs,2020-09-12,Pre-tax deductions,64.64410133333332,USD,Pre-tax deductions,
1199,Payment Stubs,2020-08-29,Group Term Life,-1.0000816666666668,USD,Group Term Life,
1200,Payment Stubs,2020-08-29,Brand Ambassador,0.0,USD,Booze,
1201,Payment Stubs,2020-08-29,Employer LTD,-2.562954388888889,USD,Employer LTD,
1202,Payment Stubs,2020-08-29,Medical - Pretax,-54.11892199999999,USD,Health care fee,
1203,Payment Stubs,2020-08-29,Dental - Pretax,-3.649731222222222,USD,Dental fee,
1204,Payment Stubs,2020-08-29,Vision - Pretax,-3.3120908888888887,USD,Vision,
1205,Payment Stubs,2020-08-29,HSA Family,0.0,USD,Intra-transter,
1206,Payment Stubs,2020-08-29,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1207,Payment Stubs,2020-08-29,Pre-tax deductions,64.64378016666666,USD,Pre-tax deductions,
1208,Payment Stubs,2020-08-15,Group Term Life,-1.0000674999999999,USD,Group Term Life,
1209,Payment Stubs,2020-08-15,Brand Ambassador,0.0,USD,Booze,
1210,Payment Stubs,2020-08-15,Employer LTD,-2.5629180833333334,USD,Employer LTD,
1211,Payment Stubs,2020-08-15,Medical - Pretax,-54.119108999999995,USD,Health care fee,
1212,Payment Stubs,2020-08-15,Dental - Pretax,-3.6497438333333334,USD,Dental fee,
1213,Payment Stubs,2020-08-15,Vision - Pretax,-3.3121023333333333,USD,Vision,
1214,Payment Stubs,2020-08-15,HSA Family,0.0,USD,Intra-transter,
1215,Payment Stubs,2020-08-15,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1216,Payment Stubs,2020-08-15,Pre-tax deductions,64.64394074999998,USD,Pre-tax deductions,
1217,Payment Stubs,2020-08-01,Group Term Life,-1.0000533333333332,USD,Group Term Life,
1218,Payment Stubs,2020-08-01,Brand Ambassador,0.0,USD,Booze,
1219,Payment Stubs,2020-08-01,Employer LTD,-2.5628817777777777,USD,Employer LTD,
1220,Payment Stubs,2020-08-01,Medical - Pretax,-54.119296,USD,Health care fee,
1221,Payment Stubs,2020-08-01,Dental - Pretax,-3.6497564444444444,USD,Dental fee,
1222,Payment Stubs,2020-08-01,Vision - Pretax,-3.312113777777778,USD,Vision,
1223,Payment Stubs,2020-08-01,HSA Family,0.0,USD,Intra-transter,
1224,Payment Stubs,2020-08-01,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1225,Payment Stubs,2020-08-01,Pre-tax deductions,64.64410133333332,USD,Pre-tax deductions,
1226,Payment Stubs,2020-07-18,Group Term Life,-1.0000674999999999,USD,Group Term Life,
1227,Payment Stubs,2020-07-18,Brand Ambassador,0.0,USD,Booze,
1228,Payment Stubs,2020-07-18,Employer LTD,-2.5629180833333334,USD,Employer LTD,
1229,Payment Stubs,2020-07-18,Medical - Pretax,-54.119108999999995,USD,Health care fee,
1230,Payment Stubs,2020-07-18,Dental - Pretax,-3.6497438333333334,USD,Dental fee,
1231,Payment Stubs,2020-07-18,Vision - Pretax,-3.3121023333333333,USD,Vision,
1232,Payment Stubs,2020-07-18,HSA Family,0.0,USD,Intra-transter,
1233,Payment Stubs,2020-07-18,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1234,Payment Stubs,2020-07-18,Pre-tax deductions,64.64394074999998,USD,Pre-tax deductions,
1235,Payment Stubs,2020-07-04,Group Term Life,-1.0000533333333332,USD,Group Term Life,
1236,Payment Stubs,2020-07-04,Brand Ambassador,0.0,USD,Booze,
1237,Payment Stubs,2020-07-04,Employer LTD,-2.5628817777777777,USD,Employer LTD,
1238,Payment Stubs,2020-07-04,Medical - Pretax,-54.119296,USD,Health care fee,
1239,Payment Stubs,2020-07-04,Dental - Pretax,-3.6497564444444444,USD,Dental fee,
1240,Payment Stubs,2020-07-04,Vision - Pretax,-3.312113777777778,USD,Vision,
1241,Payment Stubs,2020-07-04,HSA Family,0.0,USD,Intra-transter,
1242,Payment Stubs,2020-07-04,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1243,Payment Stubs,2020-07-04,Pre-tax deductions,64.64410133333332,USD,Pre-tax deductions,
1244,Easynvest Checking,2020-07-01,TAXA SEMESTRAL TESOURO DIRETO,-25.42,BRL,Investment fees,
1245,Easynvest Checking,2020-07-01,TAXA SEMESTRAL TESOURO DIRETO,-49.73,BRL,Investment fees,
1246,Easynvest Checking,2020-07-06,TED - CREDITO EM C/C,100.00,BRL,Intra-transter,
1247,Amazon,2020-10-26,3M Indoor Window Insulator Kit ,-16.07,USD,,
1248,Amazon,2020-10-18,TOOLITIN Floor Bicycle Pump,-28.68,USD,,
1249,Amazon,2020-10-17,China: A History,-20.02975057087652,USD,,
1250,Amazon,2020-10-17,Precolonial Black Africa,-11.213133672931674,USD,,
1251,Amazon,2020-10-17,"The Age of Extremes: A History of the World, 1914-1991",-14.387115756191818,USD,,
1252,Amazon,2020-10-16,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",-7.518291738382099,USD,,
1253,Amazon,2020-10-16,The Age of Revolution: 1789-1848,-9.971708261617898,USD,,
1254,Amazon,2020-10-16,Genghis Khan and the Making of the Modern World,-8.27,USD,,
1255,Amazon,2020-09-05,Maxware 4 Reusable Refillable Coffee Filters,-9.6,USD,,
1256,Amazon,2020-09-03,High-Grade Wooden Suit Hangers,-23.363541540327468,USD,,
1257,Amazon,2020-09-03,NORTHERN BROTHERS Pants-Hangers,-11.67645845967253,USD,,
1258,Amazon,2020-08-21,Keracolor Clenditioner Color,-23.37573700196534,USD,,
1259,Amazon,2020-08-21,6-Pack of Cleaning Cups for Keurig K-Cup Machines,-10.57220832588887,USD,,
1260,Amazon,2020-08-21,Instant Pot Duo 7-in-1 Electric Pressure Cooker,-84.9920546721458,USD,,
1261,Amazon,2020-08-17,AmazonBasics 6-Outlet,-14.03,USD,,
1262,Amazon,2020-08-17,Medical Oral Thermometer for Adults,-10.61,USD,,
1263,Amazon,2020-08-08,Billy Jealousy Beard Quencher,-26.561111111111114,USD,,
1264,Amazon,2020-08-08,Billy Jealousy Beard Wash,-21.248888888888892,USD,,
1265,Amazon,2020-08-07,Triple Eight Dual Certified Bike and Skateboard Helmet,-53.11000000000001,USD,,
1266,Amazon,2020-08-07,Bick Lock Bicycle Lock Security Bike Chain,-14.55,USD,,
1267,Amazon,2020-08-02,EXPO Low Odor Dry Erase Markers,-7.94,USD,,
1268,Amazon,2020-08-02,AmazonBasics Magnetic Framed ,-37.08,USD,,
1269,Amazon,2020-07-24,PILOT FriXion Clicker Erasable,-10.86,USD,,
1270,Amazon,2020-07-20,R.X.Y Adult Cycling Bike Helmet,-21.240000000000002,USD,,
1271,Amazon,2020-07-20,Unisex Vintage Hats,-16.99,USD,,
1272,Amazon,2020-07-16,Titanker Bike Lock,-12.740000000000002,USD,,
1273,Amazon,2020-07-16,Hair Clippers for men,-30.269999999999996,USD,,
1274,Amazon,2020-07-15,Rocketbook Smart Reusable Notebook,-26.27643380429095,USD,,
1275,Amazon,2020-07-15,Why Nations Fail,-14.333566195709054,USD,,
1276,Amazon,2020-07-10,MOON LENCE Outdoor Ultralight Portable,-36.111382079459,USD,,
1277,Amazon,2020-07-10,TOURIT Cooler Backpack,-39.29861792054099,USD,,
1278,Amazon,2020-07-07,Schwinn Discover Hybrid Bike,-361.91,USD,,
1279,Amazon,2020-07-07,HPTech Galaxy J7 2017 Screen Protector,-4.24,USD,,
1280,Amazon,2020-07-02,ERAGLOW Galaxy J7 V / J7 Perx / J7 Sky Pro / J7 Prime / J7 2017 / Galaxy Halo Case Luxury PU Leather Wallet Flip Protective Case,-9.13,USD,Amazon prime,
1281,Amazon,2020-07-02,Milliard Raclette Grill,-36.83006142506142,USD,,
1282,Amazon,2020-07-02,Meichu Crystal Wine Glasses,-21.479938574938572,USD,,
